item_sku_id,attr_cd,attr_value_cd
628,68,1263
715,437,137
36,38,4052
418,534,1263
994,526,1263
959,218,680
82,277,669
291,550,2051
515,60,68
920,492,409
280,492,2113
844,488,433
257,6,29
772,571,1263
652,189,4566
474,481,710
229,390,586
795,68,2092
44,82,1298
840,368,3082
978,64,3948
90,492,409
607,368,3082
64,495,1263
72,82,1207
317,397,2751
845,149,105
923,68,1203
271,38,4331
981,532,1263
253,3,4756
702,68,3101
243,551,1263
219,5,878
606,765,1540
433,368,3082
755,22,3891
725,225,1263
697,550,1263
12,541,3218
473,218,680
367,397,2561
362,492,409
802,82,1298
472,495,1263
672,103,2912
301,390,1263
275,873,4445
509,38,4775
421,68,554
961,68,589
671,68,3178
973,277,3483
600,492,1263
441,885,2265
348,518,1263
378,565,1263
251,237,966
463,437,1029
622,726,194
533,495,1263
332,20,4629
175,488,433
294,55,4055
504,368,3082
504,225,268
504,554,1263
494,488,433
915,101,2040
577,71,2444
497,488,433
420,277,4593
249,82,1298
744,487,2942
1,1,1523
963,3,4109
606,204,1028
521,492,409
285,71,2443
947,68,1225
996,1,2617
624,149,1544
67,726,1263
836,43,339
106,726,194
409,545,601
480,225,3053
152,250,2759
808,82,1298
153,874,4569
454,924,71
392,225,2113
608,225,1825
982,752,4
32,492,542
368,488,433
491,585,681
643,109,1334
858,225,1263
724,50,950
386,551,1263
77,68,3178
533,68,2048
80,225,268
241,368,3082
117,225,1825
664,885,134
814,397,1263
645,666,4579
189,225,268
129,397,1650
976,204,2726
394,492,409
342,397,1263
823,68,4351
697,68,487
944,566,3229
330,277,2408
371,488,433
967,397,2838
953,82,1263
187,242,987
147,488,433
73,55,4055
754,390,588
455,68,2109
180,50,2066
518,371,1559
509,924,71
436,68,2053
293,38,4331
42,149,1311
857,566,1263
906,82,1298
229,68,3178
229,225,268
323,38,4052
191,43,339
560,152,666
516,390,4
404,397,2838
858,186,1263
566,68,1263
800,430,228
95,765,1435
294,60,4049
317,82,1988
105,579,3264
966,225,268
416,68,534
815,537,3143
15,60,4061
143,55,4346
433,68,3221
132,50,2065
820,20,2119
354,371,352
316,225,1263
980,765,1435
109,397,1650
539,225,1229
48,225,268
92,488,433
393,149,105
582,397,2751
709,565,1263
729,390,1263
325,68,2024
652,873,4445
604,101,3246
832,368,3082
713,18,981
134,531,1263
916,371,352
735,225,268
447,277,4574
727,126,228
388,492,409
714,68,3261
406,225,1263
261,50,2065
783,633,644
981,582,1555
253,765,1431
127,488,433
7,225,409
15,60,4046
398,371,1559
98,390,586
963,3,991
521,251,2383
473,551,530
763,495,1263
109,493,1263
581,68,3221
295,554,3206
784,82,1208
247,50,2099
754,225,1263
519,17,98
602,179,3960
657,397,1504
422,390,1263
537,82,1991
616,225,268
708,55,4056
280,390,1263
280,183,1263
351,225,1263
698,540,433
865,101,3246
6,877,4582
875,68,3178
700,82,552
237,287,110
364,540,433
532,68,1263
593,492,409
605,50,4
791,71,1136
965,397,1249
427,488,433
85,924,71
466,488,433
243,225,1263
189,183,1263
733,526,3123
171,492,2113
755,382,2905
357,60,3858
207,492,541
233,437,137
472,68,1189
260,68,2053
581,557,1263
737,550,3189
334,346,2848
537,492,409
764,142,4001
747,60,68
486,488,433
696,68,3090
676,492,409
984,225,268
35,409,60
829,751,2125
819,277,3481
447,71,1134
326,82,1298
647,38,2135
190,283,2088
308,101,3246
457,924,12
728,82,1298
106,488,433
907,225,1825
81,1,4326
737,68,3178
150,68,3255
180,488,433
707,488,433
843,540,433
200,225,2113
426,765,1431
170,224,2273
21,277,3478
276,277,2408
323,55,4056
220,71,2443
404,397,1263
699,488,433
543,21,736
649,68,4359
593,550,1263
978,765,1431
914,68,1263
396,492,409
194,739,11
159,371,352
605,386,3470
683,488,433
271,924,12
999,71,2444
634,505,1559
41,397,2751
19,212,4
329,38,4331
551,16,880
36,55,4327
435,82,1298
247,225,2113
483,277,1403
940,666,1263
119,50,1250
926,225,409
654,68,1418
509,277,300
515,60,4051
843,397,891
325,566,1263
857,570,1263
200,368,595
917,277,1467
779,492,409
49,568,3237
131,37,13
800,55,4055
800,38,4052
239,68,589
192,277,4606
192,71,2442
647,38,4330
517,488,433
116,492,410
14,368,3082
243,488,433
55,82,1298
201,218,2043
99,492,409
572,274,132
551,50,2550
587,397,1249
525,492,2113
907,82,779
409,540,433
295,397,741
226,142,48
470,50,2065
291,68,487
693,277,67
671,492,2113
42,287,1263
355,68,1263
8,82,1298
368,534,3276
225,488,433
984,488,433
137,633,644
828,82,1298
264,38,2135
766,50,1250
807,492,2113
914,492,541
630,225,268
500,212,2909
783,634,3490
234,344,2941
243,368,3082
111,68,1263
99,82,1298
339,68,727
718,488,433
552,770,4090
731,68,487
728,218,2043
445,68,3226
445,101,2040
785,882,1016
472,585,3160
539,390,1742
290,71,1135
527,397,1263
690,225,268
843,541,3218
450,374,2253
200,495,2968
86,212,2909
183,38,4331
68,368,3082
388,68,1263
965,82,1298
239,346,2427
239,397,4623
294,55,4327
227,532,2079
625,277,2406
145,492,409
83,186,1263
618,60,2102
129,397,2848
991,82,2489
15,60,4049
15,60,4051
219,2,2720
485,101,3246
419,397,1650
521,225,409
19,163,1485
597,390,586
78,217,2598
379,550,1263
773,873,1383
654,225,268
721,68,3222
582,50,2099
925,183,1263
843,397,3213
208,183,612
575,60,4049
747,60,4051
200,397,2848
561,492,542
677,492,409
851,142,174
501,37,37
698,552,3200
292,3,4752
26,952,4932
825,82,1298
939,150,4003
610,225,268
811,5,2904
923,492,2113
966,82,721
271,55,4771
271,38,4777
945,37,13
606,204,3788
342,397,2848
758,765,1431
503,493,2100
20,518,1263
354,225,1825
445,82,699
869,390,1263
446,493,2099
319,68,1225
613,634,3487
539,529,3125
73,55,4328
831,541,1007
81,38,4775
805,488,433
82,224,2273
208,488,433
919,492,410
477,726,194
686,21,737
410,492,409
5,277,1553
542,22,3794
724,16,880
228,397,1650
882,368,1263
451,368,3082
239,889,1263
217,225,1825
414,68,3261
824,492,409
196,568,1263
196,570,1263
572,30,86
836,436,1485
830,18,982
551,2,2720
178,666,653
692,68,4646
805,225,268
437,277,4600
548,368,1263
97,551,3196
709,101,2040
708,60,4046
257,64,3948
868,1,1528
982,6,29
8,68,2024
368,82,1298
544,368,595
44,579,3263
987,579,3264
296,540,433
662,60,2210
727,38,4331
133,68,3178
133,225,268
861,277,4601
559,492,2113
64,82,1298
31,225,1825
522,372,4
95,382,2907
965,543,681
294,38,2135
406,390,1263
317,397,1650
85,55,4772
83,532,2080
129,68,1189
634,541,1007
179,551,531
381,397,2561
362,50,2065
472,488,433
951,71,652
73,38,2135
470,82,1298
314,397,741
291,492,2113
515,38,2135
293,60,68
438,68,4683
906,390,606
801,183,3190
955,50,2066
710,540,433
710,397,3213
210,183,614
312,492,541
605,5,879
95,22,3892
965,397,1263
199,38,4052
192,884,2449
406,368,3082
576,488,433
253,20,2119
852,541,3158
255,68,589
507,82,2021
741,55,4772
697,368,3082
697,726,1263
901,488,433
409,82,1298
178,71,1134
581,368,3082
822,68,3157
646,68,3130
119,103,152
63,68,4010
426,212,2909
170,666,653
399,68,2060
323,55,4327
870,1,4046
704,37,299
475,634,4
312,225,596
600,101,2039
299,368,3082
17,68,2053
683,487,1914
523,397,1249
588,397,2561
526,225,1263
108,558,1263
255,680,3208
521,183,1263
52,183,613
34,101,914
813,390,587
16,38,4331
860,50,1250
75,372,4
557,82,1298
948,50,2066
73,60,4326
646,519,2696
988,225,1263
301,68,2068
582,488,1228
430,492,409
509,38,4774
653,37,4184
347,5,878
973,277,67
652,875,4570
65,548,3187
801,368,3082
972,378,4180
327,225,268
449,224,2273
795,581,1263
478,277,668
825,488,433
829,378,2539
558,82,1298
348,371,1559
159,82,2698
768,765,1431
306,68,2059
923,488,433
619,38,4053
466,82,1298
243,183,1263
898,277,30
588,558,3217
219,16,880
373,55,4328
196,488,433
758,5,879
230,437,137
816,82,1298
958,765,1431
777,68,1263
423,492,409
20,225,1825
869,488,433
869,346,1504
149,390,1263
737,183,1263
314,541,3204
293,60,183
671,225,268
400,568,3237
917,38,4776
919,82,1298
24,368,3082
424,277,2914
970,277,4281
248,68,3101
617,492,541
783,635,3492
253,386,3470
915,82,2379
14,225,268
523,397,3213
69,82,1298
552,101,914
489,390,1066
503,68,2050
316,390,1263
371,68,1176
962,488,433
513,488,433
409,68,1418
149,488,433
627,224,2273
952,64,19
290,277,4574
527,543,3161
527,541,3204
874,183,3259
575,38,2135
917,126,4045
870,38,4775
404,390,586
779,495,1263
264,38,4052
264,38,4777
24,541,1584
573,529,1263
299,541,1007
533,585,3161
282,68,4035
61,518,1263
820,5,879
457,55,4771
212,397,1263
488,68,4086
681,277,66
490,82,2489
395,82,1298
421,493,1263
65,546,3183
399,82,1298
579,68,2058
984,82,1298
850,37,299
327,579,593
560,488,433
710,397,891
922,68,4619
477,68,487
38,60,2102
699,492,2113
727,55,4327
228,493,1263
658,1,1524
62,368,3082
62,68,743
607,390,1211
31,82,2489
522,37,4184
965,397,3213
294,60,4046
244,50,2066
517,183,614
57,204,3788
619,60,68
234,225,1825
702,390,586
942,277,66
146,390,1263
433,492,409
507,346,987
758,765,4690
4,390,1263
357,732,3860
728,488,433
587,560,1263
473,225,268
73,60,4048
831,397,1650
454,38,4777
392,488,433
314,225,1263
163,163,2525
359,739,2258
883,751,4039
86,22,3892
873,196,3084
987,390,3270
74,68,1418
806,225,1263
876,488,433
461,1,4046
574,580,352
803,884,2418
389,758,3977
913,371,352
647,38,4047
520,390,587
744,262,1263
121,183,614
797,183,3190
433,552,3202
820,765,4690
820,64,3950
820,752,4033
457,277,300
423,533,1263
258,68,1263
446,68,1263
205,495,1263
205,550,3189
866,492,2113
994,492,541
73,55,4327
872,225,268
153,189,4447
365,488,433
382,225,409
747,60,4049
677,535,3137
6,881,1447
281,103,3467
93,492,409
956,107,1329
464,488,433
839,18,981
811,260,1432
194,17,98
408,261,4598
274,18,981
890,368,595
523,68,621
797,550,3189
215,71,2442
176,525,466
108,368,1263
41,397,1504
419,217,2598
733,68,744
373,60,4051
823,518,1263
141,492,409
780,64,3947
947,498,3198
320,68,1189
207,488,433
212,397,2848
487,495,1263
962,82,1298
106,68,487
75,37,149
205,368,3082
295,82,1298
627,666,653
952,14,4082
601,505,1559
18,868,2759
592,488,433
430,82,1298
709,492,409
691,60,4046
267,492,409
515,55,4328
515,38,4047
848,225,268
891,492,409
881,390,4
656,68,3178
649,518,1263
668,397,1650
566,225,1825
396,488,433
461,38,4052
175,495,1263
72,492,409
617,68,1225
277,390,586
814,82,1988
85,55,4771
85,38,4331
416,82,1298
702,50,2066
146,183,3190
268,277,2410
324,68,3250
342,585,681
733,390,1742
755,212,2909
816,492,409
959,550,2051
646,101,3034
739,548,1263
379,346,1504
139,390,3209
538,488,433
252,277,4600
639,15,4059
818,493,1263
112,225,1230
355,534,610
881,68,2053
984,186,1263
759,183,3190
197,726,194
840,492,409
343,68,1735
138,530,591
610,82,1263
658,1,1527
811,24,3861
811,765,1431
694,60,2530
622,390,586
396,346,1504
605,64,2836
239,397,4621
814,390,586
494,368,3082
555,397,2848
745,277,4603
816,225,1229
947,492,541
36,277,1467
446,368,3082
980,277,4281
763,493,1263
482,277,183
905,109,1334
247,82,1975
549,585,3161
66,382,2905
538,585,3161
344,82,2489
843,68,621
30,82,1298
616,563,1263
790,541,929
790,397,3159
857,82,1298
868,1,1527
652,277,4565
698,68,3221
698,397,2561
278,449,1351
870,38,4777
263,488,433
44,580,352
699,551,1263
956,234,941
424,479,1487
876,536,3141
913,68,3256
814,397,2751
792,101,2041
846,362,1263
308,68,4359
523,368,3082
243,390,1263
376,101,914
285,884,2419
938,22,3891
289,397,2478
445,565,549
879,186,1263
869,550,3189
953,492,409
109,488,433
578,82,1298
124,82,1298
941,726,194
707,225,268
188,68,4362
677,390,587
652,189,4568
604,82,2489
191,437,137
650,18,981
345,408,1497
919,488,433
197,218,680
431,579,3264
724,751,3386
600,225,268
706,277,672
133,368,3082
609,492,542
559,397,1650
332,426,54
504,397,3213
520,537,3283
297,409,2413
793,277,4593
945,50,1071
824,68,487
521,488,433
628,530,1263
289,540,433
962,566,2032
432,541,1007
153,189,4568
22,390,586
81,38,4776
456,492,409
122,539,3147
608,518,1263
977,82,1298
346,82,1298
569,68,2031
229,550,3189
350,518,1263
68,82,1207
364,82,1298
931,82,1298
727,277,300
765,142,1533
459,277,674
326,495,1263
315,37,236
915,492,409
85,55,4056
678,409,2414
189,186,1263
886,368,3082
554,103,152
179,183,3190
597,218,680
212,550,1263
551,233,2319
256,488,433
910,18,981
578,566,1263
960,390,3286
539,68,744
456,390,1199
456,368,3082
224,270,795
924,371,1559
114,103,3269
365,492,2113
709,562,544
671,346,1504
450,3,4109
708,38,4052
118,479,1489
580,498,3198
195,368,3082
884,82,1298
933,390,586
49,566,1263
864,225,1263
39,55,4056
584,726,194
221,68,3261
540,492,409
492,43,339
407,277,4576
603,534,2078
741,38,4052
457,38,4052
503,225,409
947,540,433
487,82,1298
409,368,3082
994,218,2044
872,368,1263
238,277,2410
537,390,1263
671,183,3190
688,378,2539
486,492,539
569,568,3235
776,885,134
928,163,2525
277,346,1504
683,487,2942
632,103,56
98,488,433
634,488,433
731,82,1298
357,60,2757
624,229,352
289,68,621
587,559,1263
319,185,1003
675,488,433
804,71,2442
152,452,2758
831,505,352
226,7,34
957,224,2273
754,368,3082
646,488,433
92,50,2065
91,765,1431
612,55,4054
515,38,4053
481,436,203
848,493,2099
794,225,1825
24,495,1263
386,488,433
386,82,1298
251,436,203
39,60,4051
970,277,66
95,382,4282
965,559,1742
661,492,409
25,68,3262
25,488,433
373,55,4055
867,38,4777
820,386,3470
503,488,1228
715,43,339
777,82,1298
371,116,1032
736,526,1263
997,492,1263
456,68,743
318,382,2907
988,397,3213
885,346,1263
280,225,268
33,103,59
897,224,2273
759,492,2113
292,179,3960
292,50,4
850,22,174
655,568,3235
349,68,3102
128,101,914
9,514,352
77,726,194
40,634,3488
332,16,879
965,541,3218
317,397,1263
317,390,586
105,225,268
303,492,542
902,71,2444
23,492,540
775,152,1263
898,18,981
661,225,409
606,204,2726
313,390,1263
381,493,2099
879,82,1298
860,50,1071
866,488,433
260,50,4
581,558,3217
73,38,3586
73,38,4331
831,493,1263
66,149,406
314,68,619
743,492,409
214,770,4090
338,103,3205
801,488,433
984,183,614
651,82,1298
917,277,300
870,38,2135
873,488,433
477,551,3195
735,183,3258
610,101,2039
978,20,2119
39,60,68
771,82,1298
115,50,1250
461,1,4326
461,38,4777
167,38,4053
660,488,433
889,68,1263
57,204,1028
370,368,3082
366,277,4602
98,68,2060
458,634,3487
41,82,1207
816,390,3117
614,368,3082
454,126,40
737,492,409
730,186,1263
730,68,2092
335,103,59
242,536,3141
881,530,745
684,1,1527
410,68,4391
987,492,540
735,186,477
24,217,2605
270,492,542
133,390,1263
388,225,1825
620,68,4085
11,371,352
294,55,4328
389,30,86
156,22,3892
274,277,169
234,487,1914
69,225,1263
862,60,1797
414,82,1298
132,82,1298
230,436,203
732,390,2185
27,277,30
675,225,409
51,103,151
432,346,987
527,397,2751
527,397,2478
949,437,2611
114,225,268
568,22,3533
344,518,1263
546,492,409
920,101,914
325,488,433
723,82,1298
844,346,1504
200,397,1263
561,488,433
486,68,3261
474,488,1228
399,488,433
76,397,1249
825,218,2043
491,505,1559
299,585,3161
115,37,2719
62,530,1263
620,492,409
511,55,4328
95,382,4645
531,390,586
834,82,1298
117,68,4086
271,38,4775
971,390,2063
85,1,4046
744,487,1914
479,492,409
823,68,3686
985,390,2062
357,765,1435
381,540,433
67,225,1263
329,38,4052
587,397,3213
106,550,1263
226,26,36
226,103,56
247,217,1263
286,71,652
139,397,2751
448,22,3891
602,50,4
515,60,4049
693,277,66
580,493,1263
801,68,488
579,68,3255
759,551,1263
220,277,2410
704,103,56
185,488,433
74,82,1298
378,68,620
378,563,547
800,55,4057
571,71,1134
407,666,653
981,225,1263
353,68,2024
201,50,4
886,68,2072
415,212,2909
84,71,2442
212,225,1263
910,277,169
73,55,4057
872,397,2561
403,481,1298
608,82,2489
690,488,433
96,101,914
567,71,1135
616,565,1263
790,540,433
790,492,410
772,488,433
881,492,409
615,452,4
972,22,381
596,225,1263
650,408,1497
550,277,1403
752,550,1263
364,493,2099
933,68,2057
558,566,2027
348,82,2489
29,283,2088
814,488,1228
889,492,409
981,492,409
85,277,300
249,346,1910
523,543,3161
797,68,487
394,225,1263
176,149,2244
963,765,1435
132,225,409
758,750,3952
741,55,4346
140,11,2345
472,505,352
692,390,586
960,536,1263
114,183,3258
301,183,1263
961,553,1263
231,382,4645
3,82,1298
76,397,2751
264,38,4331
264,38,4776
770,390,2062
573,390,587
341,390,586
248,492,409
622,183,3190
529,488,433
213,277,30
317,397,1504
326,726,194
631,277,673
14,183,1263
69,218,2043
61,82,2489
177,579,3264
507,186,1263
373,60,68
796,224,2273
141,225,1263
489,183,3190
736,390,606
187,489,2945
482,55,4770
988,397,1249
988,82,1298
568,372,4
509,55,4327
638,101,2039
56,68,3227
984,492,409
195,217,2598
475,277,66
770,68,3279
321,82,1298
714,82,1298
914,243,883
783,163,2525
523,397,1263
898,409,2414
15,38,4331
507,68,1986
342,397,2838
628,82,1298
309,277,4590
289,554,1263
785,277,4597
587,82,1298
879,225,1263
384,488,433
849,50,1071
73,55,4329
681,277,4281
469,64,1357
411,55,4056
592,68,2034
382,583,1263
843,560,1263
977,495,1263
426,382,2907
954,492,541
752,726,194
134,82,1298
593,183,3190
80,68,3261
317,541,1007
903,277,1486
262,82,1298
814,397,1650
966,68,3089
157,68,3157
506,566,1263
1,2,148
847,103,152
25,225,268
932,68,3221
524,277,4617
339,488,433
342,488,1228
34,225,1825
944,82,1298
307,277,2405
703,218,680
109,492,410
402,492,409
530,277,2409
284,566,1263
960,225,409
716,183,3190
81,55,4056
646,492,409
203,277,2431
66,382,2907
518,101,914
429,101,3246
729,68,2105
891,225,1263
259,390,2062
259,225,409
8,492,409
350,68,1263
595,882,1016
68,390,1199
829,16,880
273,101,3246
536,518,1263
299,505,1559
388,101,914
965,225,268
647,55,4057
683,487,380
479,390,586
1,1,1433
1,1,1528
52,532,3132
697,390,1263
697,346,1504
320,541,1584
896,666,654
551,6,3954
869,492,2113
663,186,477
231,163,1485
885,495,1263
723,68,1137
259,82,1298
832,551,1263
6,42,20
281,277,3468
870,1,4326
870,38,4052
263,82,1298
589,103,56
77,550,2051
352,277,670
599,277,4594
326,346,1504
838,390,1263
660,50,2065
591,534,2078
986,186,2403
189,492,409
219,64,3475
373,55,4327
564,82,1208
289,559,3215
962,68,2031
681,633,644
247,68,2342
168,277,4576
490,518,1263
549,346,987
568,37,149
612,430,227
334,225,268
764,150,4002
844,495,1263
154,277,1403
560,68,754
478,666,1263
44,225,3265
779,68,2067
296,492,541
130,526,1263
101,50,4
464,82,1298
28,50,969
441,109,1334
248,488,433
332,6,29
85,55,4770
797,495,1263
394,283,2088
528,536,1263
587,543,681
736,529,1263
295,543,1263
601,488,1228
110,50,1071
716,368,3082
94,82,1298
927,368,3082
941,492,2113
122,390,587
502,101,3211
977,368,3082
103,488,1228
837,277,4576
65,82,1263
919,550,2051
700,196,3085
710,368,3082
779,488,433
859,68,2070
656,492,541
766,37,377
800,60,4049
810,225,1825
810,101,3245
396,495,1263
70,101,914
803,210,1161
834,584,1263
156,163,2525
993,346,1504
190,68,527
85,38,4774
416,488,433
58,277,4587
127,492,2113
590,224,2273
373,60,4046
796,71,1135
212,390,586
289,397,1249
879,183,613
149,551,3194
831,346,1263
737,346,1504
567,224,2273
231,382,2905
302,765,1435
708,60,4326
154,666,4580
580,397,2561
973,277,3482
501,26,36
183,38,4775
870,277,300
933,82,1298
819,730,3854
806,488,433
809,68,2068
899,71,2444
771,390,605
574,82,1298
765,149,105
80,580,352
576,68,2059
414,579,3264
761,277,675
177,390,1263
606,163,2525
921,583,1263
16,60,4050
256,82,1298
763,368,3082
205,390,586
178,277,4574
822,540,433
959,183,3190
499,103,56
941,488,433
314,82,1298
546,770,1263
843,397,1249
653,378,4180
575,430,4045
616,101,2039
586,18,981
88,536,1263
973,149,112
759,368,3082
937,82,1298
475,277,67
541,277,2407
643,277,4606
299,493,1263
809,183,1200
807,566,1263
771,488,433
461,55,4327
511,60,4046
241,505,1263
190,492,1263
523,397,2478
89,488,433
126,277,2406
419,505,1559
552,492,409
196,492,409
120,38,4331
780,750,3951
985,225,409
423,532,3132
172,277,675
473,726,194
247,488,1228
124,488,433
924,68,3253
391,243,1263
549,488,1228
885,68,488
877,38,4052
32,82,1298
875,550,2051
477,488,433
404,541,1584
840,488,433
491,346,987
134,50,4
133,726,194
386,68,487
864,101,3192
882,397,1650
434,488,433
241,541,1263
370,492,2113
971,82,1298
439,277,2404
313,488,433
733,368,3082
489,368,3082
867,1,4326
503,397,1263
205,726,194
318,22,3891
150,225,1825
379,492,409
546,225,1825
707,183,3259
638,562,3238
30,526,1263
730,488,433
438,580,352
465,488,433
163,277,3482
355,82,1298
569,488,433
195,397,1263
859,251,2380
916,82,2698
806,530,1263
138,529,1263
441,71,2442
899,885,2273
288,11,119
746,530,3130
647,60,4326
374,390,587
79,68,4646
234,242,987
485,225,1825
824,82,1298
99,495,1263
285,210,1161
780,5,878
780,751,3386
947,493,1263
921,492,2113
423,186,1263
869,68,487
967,397,2751
980,730,3854
585,189,4567
432,585,681
527,397,3213
379,390,586
48,565,545
582,397,2838
430,68,2024
874,488,433
982,68,3944
667,68,2053
399,50,2065
832,492,2113
596,82,1298
655,68,2024
13,488,433
713,408,1497
312,532,3134
895,154,899
559,541,1007
511,38,4052
11,68,2058
574,68,2034
79,82,1298
253,50,950
55,488,433
452,488,433
339,492,410
725,68,1263
405,390,1263
162,183,3258
921,539,1263
938,382,4282
329,38,4777
256,550,2051
687,68,4085
539,492,2113
952,2,2720
888,71,2442
548,346,1294
502,492,542
575,55,4327
349,183,613
542,378,4036
668,505,1559
968,277,2409
386,183,3190
965,390,2787
241,495,1263
683,489,2945
416,495,603
234,487,2301
862,121,1351
363,1,2620
963,60,2757
741,126,228
597,726,194
836,437,2611
362,82,1298
901,225,409
736,218,2044
187,487,2301
905,884,2417
395,492,409
515,55,4327
242,68,2067
183,126,40
442,666,653
825,50,4
684,1,1528
987,580,352
829,2,2720
806,82,1298
584,390,586
115,103,152
746,82,1298
511,55,4056
776,210,1161
459,71,2443
928,277,3482
966,368,1263
466,492,409
588,225,268
555,68,487
590,666,653
55,68,2031
606,252,4293
120,60,4051
179,346,1504
525,488,433
953,518,1263
362,584,1263
78,50,2100
73,60,4050
432,493,2101
912,82,1298
737,551,1263
549,225,410
48,82,2379
314,543,681
347,765,1435
868,1,1525
431,492,539
185,568,3240
264,55,4056
909,43,339
312,82,1298
939,149,226
131,50,4135
29,82,1298
810,68,4087
511,38,4047
175,368,3082
72,368,3082
406,492,2113
360,103,152
647,60,1468
504,397,1249
504,559,1263
902,884,4
145,488,1228
14,726,194
999,411,4
342,541,1584
164,390,586
958,374,378
320,495,1263
423,534,1263
36,38,4777
473,488,433
675,390,606
585,277,4565
372,568,2030
18,765,1431
397,224,2273
602,20,2119
66,212,4
548,225,268
412,71,1134
638,492,409
781,250,208
885,225,268
787,277,2404
579,68,4351
76,543,681
659,37,13
74,492,2113
679,730,3854
656,397,2838
299,397,1650
29,514,1559
607,495,1263
722,436,203
517,492,409
504,397,891
798,37,37
23,390,3268
23,225,268
526,82,1298
46,82,699
468,68,3261
867,126,4045
587,368,3082
27,408,1497
472,492,410
988,540,433
448,212,2909
180,225,1230
548,493,1263
91,382,493
344,225,1825
509,38,4052
421,541,1007
421,488,433
214,68,4086
818,498,1263
688,765,1540
103,579,3264
712,885,2265
21,765,1435
399,390,586
356,390,3285
336,277,4576
684,1,1433
779,390,606
273,518,1263
806,492,1263
312,533,1263
24,585,3219
724,765,1435
934,82,1298
270,68,3228
978,378,2539
396,726,194
117,770,4089
517,225,268
792,68,3226
798,103,55
407,224,2273
79,50,2066
23,82,1298
775,68,728
50,562,543
401,368,3082
879,581,1263
703,225,1263
860,37,236
284,492,409
311,22,3533
912,488,433
454,277,183
392,368,1263
842,149,105
712,109,1334
191,436,203
759,390,1263
356,488,433
336,71,1135
296,558,3217
644,277,2407
270,488,433
900,68,3254
223,68,4349
574,225,268
500,163,2525
555,225,1263
41,390,1263
628,488,433
758,2,2720
528,492,409
212,397,2838
142,103,2911
778,93,1998
435,492,409
472,368,3082
260,488,433
581,397,2561
959,492,409
959,225,1263
91,163,2525
338,225,409
973,277,4684
323,55,4346
854,153,954
364,492,409
828,492,2113
858,183,1263
807,488,433
574,492,409
517,82,1298
303,488,433
57,163,2525
190,225,1263
744,344,2937
15,38,4047
452,82,1298
376,225,1825
521,68,2069
796,666,653
731,488,433
162,186,477
614,551,531
587,397,2478
849,103,59
418,82,1298
613,277,3482
260,225,1263
960,488,433
601,493,2099
139,397,1249
888,277,4592
654,492,2113
122,68,3280
515,55,4055
421,585,3161
877,55,4056
973,163,2525
292,750,3951
166,68,1263
26,765,1435
685,22,3892
829,50,4
74,540,433
130,488,433
611,50,3945
396,183,1263
62,492,409
993,550,1263
923,550,2051
234,487,2322
523,225,1773
932,540,433
823,371,352
207,183,614
20,68,4085
551,20,2117
703,68,2073
256,368,3082
279,382,493
951,277,2440
187,481,1298
311,105,2451
822,225,268
37,488,433
124,68,488
602,752,4516
925,225,1263
709,82,699
546,101,914
293,430,4045
438,579,1263
163,730,644
200,68,554
400,82,1298
65,368,3082
984,68,609
292,16,880
673,82,1209
93,488,433
322,50,1071
835,50,1071
694,60,2528
461,38,4775
757,488,433
529,68,2067
434,346,987
271,38,4774
85,55,4773
85,1,4326
144,68,601
758,64,3950
731,390,1263
867,55,4770
985,68,2055
778,149,112
952,16,879
548,82,1298
347,386,3470
688,6,3955
688,179,3959
65,492,409
749,277,4576
225,492,409
292,68,4024
990,488,433
166,225,1263
974,492,2113
870,277,183
598,82,1298
656,397,2848
321,551,531
378,225,268
29,488,433
396,218,680
70,82,2489
328,71,2444
576,50,2065
331,586,1055
83,68,3098
507,368,595
196,68,3227
958,3,4363
624,287,1263
778,68,1204
869,551,3194
613,149,105
375,82,1298
454,55,4770
602,16,880
411,55,4770
582,493,2099
691,60,4051
710,225,268
668,493,2100
223,68,4464
47,68,589
807,68,3227
396,550,1263
993,551,1263
167,60,68
277,551,1263
660,82,1298
640,277,4574
814,493,2099
198,488,433
176,258,3106
485,82,2489
373,38,4052
717,277,968
120,60,4046
551,378,2539
16,38,4052
36,55,4771
487,225,1263
872,82,1298
805,492,541
318,163,1485
812,68,3102
135,37,13
693,730,3854
671,726,194
304,225,268
229,492,409
263,68,1263
364,397,2561
343,82,1101
461,55,4056
72,183,1263
965,559,1263
221,580,352
993,183,1263
360,37,236
591,488,433
789,492,409
266,408,1497
219,50,4
196,566,1263
823,101,914
731,726,194
457,38,4775
457,38,4777
624,258,3106
482,126,4045
784,390,3183
203,71,1134
443,568,3239
125,390,4
293,55,4328
705,225,1263
973,765,1431
759,726,194
544,243,1263
795,225,1263
875,390,1263
875,183,1263
656,225,1263
24,492,2113
939,142,3975
724,5,879
441,411,4609
864,82,1298
90,225,1229
882,505,352
389,274,132
993,82,1298
591,492,409
69,50,4
976,252,2
852,492,410
196,82,1298
179,390,1263
362,390,2063
994,390,1199
73,38,4330
739,101,3193
470,68,2057
750,566,2032
411,126,4045
45,218,2043
334,82,1298
325,571,1263
280,551,531
65,545,601
972,37,2115
292,765,1435
195,488,433
390,488,433
684,1,1523
93,68,2057
770,82,1298
165,98,140
49,492,409
29,68,527
880,68,1263
406,551,3194
156,765,1435
993,492,409
913,225,1825
190,82,1298
353,568,3241
219,765,1435
945,103,151
419,68,554
535,479,1488
886,225,268
